partner,course,skills,rating,reviewcount,level,certificatetype,duration,crediteligibility,url,features
University of Pennsylvania,Positive Psychology: Martin E. P. Seligman’s Visionary Science,"{""(5.7k reviews)""}",4.9,5.7k,Beginner , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Positive Psychology: Martin E. P. Seligman’s Visionary Science,Positive Psychology: Martin E. P. Seligman’s Visionary Science 5.7k Beginner 
University of Virginia,Financial Accounting Fundamentals,"{"" Account Management"","" Accounting"","" Accounts Payable and Receivable"","" Finance"","" Financial Accounting"","" Financial Analysis"","" General Accounting"","" Generally Accepted Accounting Principles (GAAP)"","" Financial Management"","" Payments""}",4.8,2.5k,Beginner , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Financial Accounting Fundamentals,Financial Accounting Fundamentals 2.5k Beginner 
IE Business School,Marketing Strategy,"{"" Marketing"","" Market Analysis"","" Strategy"","" Marketing Management"","" Market Research"","" Product Marketing"","" Brand Management"","" Customer Analysis"","" Media Strategy & Planning"","" Product Strategy"","" Strategy and Operations"","" People Analysis"","" Decision Making"","" Behavioral Economics"","" Customer Success"","" Process Analysis"","" Product Management"","" Data Analysis"","" Planning"","" Product Development"","" Communication""}",4.5,5.8k,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Marketing Strategy,Marketing Strategy 5.8k Beginner 
University of Colorado Boulder,Science of Exercise,"{"" Health"","" Training""}",4.8,4.4k,Beginner , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Science of Exercise,Science of Exercise 4.4k Beginner 
IBM,Data Visualization with Python,"{"" Data Visualization"","" Python Programming"","" Statistical Programming"","" Statistical Visualization"","" Plot (Graphics)"","" Computer Programming""}",4.5,11.3k,Intermediate , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Data Visualization with Python,Data Visualization with Python 11.3k Intermediate 
Berklee,Electronic Music Production,"{""(2.2k reviews)""}",4.8,2.2k,Intermediate , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Electronic Music Production,Electronic Music Production 2.2k Intermediate 
Dartmouth College,C Programming with Linux,"{"" Computer Programming"","" Computer Programming Tools"","" Linux""}",4.6,258,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=C Programming with Linux,C Programming with Linux 258 Beginner 
EC-Council,Cybersecurity Attack and Defense Fundamentals,"{"" Network Security"","" Security Engineering"","" System Security"","" Computer Networking"","" Computer Security Incident Management"","" Software Security"","" Computer Security Models"","" Mobile Security"","" Cyberattacks"","" Security Software"","" Internet Of Things"","" Network Architecture"","" Cloud Computing"","" Critical Thinking"","" Kubernetes"","" Regulations and Compliance""}",4.6,279,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Cybersecurity Attack and Defense Fundamentals,Cybersecurity Attack and Defense Fundamentals 279 Beginner 
University of Michigan,Sports Performance Analytics,"{"" Data Analysis"","" Python Programming"","" Statistical Analysis"","" General Statistics"","" Probability & Statistics"","" Statistical Programming"","" Regression"","" Exploratory Data Analysis"","" Statistical Tests"","" Basic Descriptive Statistics"","" Correlation And Dependence"","" Machine Learning Algorithms""}",4.5,206,Intermediate , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Sports Performance Analytics,Sports Performance Analytics 206 Intermediate 
Meta,Marketing en redes sociales de Meta,"{"" Communication"","" Marketing"","" Social Media"","" Advertising"","" Marketing Management"","" Strategy"","" Media Strategy & Planning"","" Market Analysis"","" Strategy and Operations"","" Leadership and Management"","" Product Marketing"","" Brand Management"","" Marketing Design"","" Digital Marketing"","" E-Commerce"","" Decision Making"","" Influencing"","" Public Relations"","" Planning"","" User Experience"","" Budget Management"","" Business Analysis"","" Entrepreneurship"","" Market Research"","" Statistical Analysis"","" Emotional Intelligence""}",4.9,885,Beginner , Professional Certificate , 3 - 6 Months,False,https://www.coursera.org/search?query=Marketing en redes sociales de Meta,Marketing en redes sociales de Meta 885 Beginner 
Microsoft,Introduction to Computers and Operating Systems and Security,"{"" Cloud Computing"","" Computer Architecture"","" Operating Systems""}",4.8,441,Beginner , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Introduction to Computers and Operating Systems and Security,Introduction to Computers and Operating Systems and Security 441 Beginner 
Universiteit Leiden,Miracles of Human Language: An Introduction to Linguistics,"{""(2.3k reviews)""}",4.7,2.3k,Beginner , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Miracles of Human Language: An Introduction to Linguistics,Miracles of Human Language: An Introduction to Linguistics 2.3k Beginner 
Duke University,Introductory C Programming,"{"" Python Programming"","" Computer Programming"","" C Programming Language Family"","" Algorithms"","" Computational Logic"","" Critical Thinking"","" Problem Solving"","" Process Analysis"","" Programming Principles"","" Computer Programming Tools"","" Data Visualization"","" Theoretical Computer Science"","" Computational Thinking"","" Software Testing"","" Writing"","" Software Engineering"","" User Experience""}",4.6,7.1k,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Introductory C Programming,Introductory C Programming 7.1k Beginner 
Stanford University,Antibiotic Stewardship,"{""(461 reviews)""}",4.6,461,Advanced , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Antibiotic Stewardship,Antibiotic Stewardship 461 Advanced 
Politecnico di Milano,Artificial Intelligence: an Overview,"{"" Machine Learning"","" Leadership and Management"","" Algorithms"","" Machine Learning Algorithms"","" Human Computer Interaction"","" Human Learning"","" Regulations and Compliance"","" Reinforcement Learning"","" Computational Thinking"","" Critical Thinking"","" Strategy"","" Planning""}",4.5,185,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Artificial Intelligence: an Overview,Artificial Intelligence: an Overview 185 Beginner 
Meta,Social Media Management,"{"" Brand Management"","" Digital Marketing"","" Marketing"","" Media Strategy & Planning"","" Social Media"","" Strategy and Operations"","" Advertising"","" Communication"","" Creativity"","" Leadership and Management"","" Planning""}",4.9,4.5k,Beginner , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Social Media Management,Social Media Management 4.5k Beginner 
"University of California, Irvine",The Pronunciation of American English,"{"" Communication""}",4.8,963,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=The Pronunciation of American English,The Pronunciation of American English 963 Beginner 
University of Pennsylvania,AI Applications in Marketing and Finance,"{"" Business Analysis"","" Machine Learning"","" Customer Analysis"","" Finance"","" Financial Accounting"","" Marketing"","" Probability & Statistics"","" Statistical Machine Learning"","" User Experience""}",4.7,147,Mixed , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=AI Applications in Marketing and Finance,AI Applications in Marketing and Finance 147 Mixed 
IIMA - IIM Ahmedabad,Pre-MBA Statistics,"{"" Data Analysis"","" Data Science"","" General Statistics""}",4.5,143,Beginner , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Pre-MBA Statistics,Pre-MBA Statistics 143 Beginner 
Duke University,Dog Emotion and Cognition,"{""(4.5k reviews)""}",4.7,4.5k,Mixed , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Dog Emotion and Cognition,Dog Emotion and Cognition 4.5k Mixed 
University of Geneva,Vivre avec le TDAH à travers les âges,"{""(70 reviews)""}",4.9,70,Beginner , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Vivre avec le TDAH à travers les âges,Vivre avec le TDAH à travers les âges 70 Beginner 
IBM,Hands-on Introduction to Linux Commands and Shell Scripting,"{"" Linux""}",4.7,933,Beginner , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Hands-on Introduction to Linux Commands and Shell Scripting,Hands-on Introduction to Linux Commands and Shell Scripting 933 Beginner 
"University of California, Irvine",An Introduction to Programming the Internet of Things (IOT),"{"" Internet Of Things"","" Computer Programming"","" Computer Programming Tools"","" Hardware Design"","" Computer Networking"","" Programming Principles"","" Networking Hardware"","" Python Programming"","" System Programming"","" Communication"","" Computational Thinking"","" Computer Architecture"","" Operating Systems"","" Microarchitecture"","" Systems Design"","" C Programming Language Family"","" Human Computer Interaction"","" Network Architecture"","" Problem Solving"","" C++ Programming"","" Application Development"","" Graphics Software"","" Network Model"","" Other Programming Languages"","" Software-Defined Networking""}",4.7,19.6k,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=An Introduction to Programming the Internet of Things (IOT),An Introduction to Programming the Internet of Things (IOT) 19.6k Beginner 
Salesforce,Sales and CRM Overview,"{"" Customer Relationship Management"","" Sales"","" Databases"","" Sales Systems"","" Salesforce"","" B2B Sales"","" Customer Success"","" Leadership and Management"","" Marketing"","" Operations Management""}",4.5,826,Beginner , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Sales and CRM Overview,Sales and CRM Overview 826 Beginner 
Microsoft,Harnessing the Power of Data with Power BI,"{"" Data Analysis"","" Extract"","" Transform"","" Load"","" Power BI""}",4.5,201,Beginner , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Harnessing the Power of Data with Power BI,Harnessing the Power of Data with Power BI 201 Beginner 
University of London,Finding Your Professional Voice: Confidence & Impact,"{"" Communication""}",4.8,237,Beginner , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Finding Your Professional Voice: Confidence & Impact,Finding Your Professional Voice: Confidence & Impact 237 Beginner 
Google,Fundamentos de la ciberseguridad,"{"" Python Programming"","" SQL""}",4.9,887,Beginner , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Fundamentos de la ciberseguridad,Fundamentos de la ciberseguridad 887 Beginner 
Imperial College London,Creative Thinking: Techniques and Tools for Success,"{"" Creativity"","" Problem Solving""}",4.7,4k,Beginner , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Creative Thinking: Techniques and Tools for Success,Creative Thinking: Techniques and Tools for Success 4k Beginner 
University of Michigan,Leading Diverse Teams & Organizations,"{"" Communication"","" Leadership and Management""}",4.8,326,Beginner , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Leading Diverse Teams & Organizations,Leading Diverse Teams & Organizations 326 Beginner 
"University of California, Irvine",Learn English: Intermediate Grammar,"{"" Writing"","" Communication""}",4.8,5.1k,Intermediate , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Learn English: Intermediate Grammar,Learn English: Intermediate Grammar 5.1k Intermediate 
